onboarding_task_id,employee_id,task_name,task_category,current_stage,task_status,due_date,completed_date,completion_percentage
ONB00292,10226,Role-Specific Training,Role-specific,Enablement,Complete,2013-09-08,2013-09-02,100.0
ONB00293,10226,Tool Access Verification,IT,Enablement,Complete,2013-08-29,2013-08-22,100.0
ONB00294,10226,First Week Check-in,Manager,Enablement,Overdue,2013-08-29,,36.0
ONB00295,10226,30-Day Onboarding Review,Manager,Productive,Complete,2013-09-18,2013-09-13,100.0
ONB00296,10003,Complete HR Documentation,HR,Preboarding,Complete,2014-07-10,2014-07-08,100.0
ONB00297,10003,Submit Required Identification,HR,Preboarding,Complete,2014-07-09,2014-07-10,100.0
ONB00298,10003,Complete New Hire Orientation,HR,Orientation,Complete,2014-07-14,2014-07-17,100.0
ONB00299,10003,Manager Introduction,Manager,Orientation,Complete,2014-07-12,2014-07-09,100.0
ONB00300,10003,Laptop Provisioning,IT,Setup,Complete,2014-07-14,2014-07-13,100.0
ONB00301,10003,Network Account Setup,IT,Setup,Complete,2014-07-12,2014-07-09,100.0
ONB00302,10003,Email and Collaboration Access,IT,Setup,Complete,2014-07-12,2014-07-13,100.0
ONB00303,10003,Security Awareness Training,Compliance,Enablement,Not Started,2014-07-19,,0.0
ONB00304,10003,Company Policy Training,Compliance,Enablement,Complete,2014-07-17,2014-07-19,100.0
ONB00305,10003,Role-Specific Training,Role-specific,Enablement,In Progress,2014-07-27,,53.0
ONB00306,10003,Department Process Training,Role-specific,Enablement,Blocked,2014-07-22,,39.0
ONB00307,10003,Tool Access Verification,IT,Enablement,Not Started,2014-07-17,,0.0
ONB00308,10003,First Week Check-in,Manager,Enablement,In Progress,2014-07-17,,73.0
ONB00309,10003,30-Day Onboarding Review,Manager,Productive,Blocked,2014-08-06,,5.0
ONB00310,10294,Complete HR Documentation,HR,Preboarding,Complete,2011-04-07,2011-04-04,100.0
ONB00311,10294,Submit Required Identification,HR,Preboarding,Complete,2011-04-06,2011-04-09,100.0
ONB00312,10294,Complete New Hire Orientation,HR,Orientation,Not Started,2011-04-11,,0.0
ONB00313,10294,Manager Introduction,Manager,Orientation,Not Started,2011-04-09,,0.0
ONB00314,10294,Laptop Provisioning,IT,Setup,Complete,2011-04-11,2011-04-11,100.0
ONB00315,10294,Network Account Setup,IT,Setup,In Progress,2011-04-09,,93.0
ONB00316,10294,Email and Collaboration Access,IT,Setup,Complete,2011-04-09,2011-04-10,100.0
ONB00317,10294,Security Awareness Training,Compliance,Enablement,Complete,2011-04-16,2011-04-10,100.0
ONB00318,10294,Company Policy Training,Compliance,Enablement,In Progress,2011-04-14,,18.0
ONB00319,10294,Role-Specific Training,Role-specific,Enablement,Complete,2011-04-24,2011-04-25,100.0
ONB00320,10294,Department Process Training,Role-specific,Enablement,Complete,2011-04-19,2011-04-22,100.0
ONB00321,10294,Tool Access Verification,IT,Enablement,Not Started,2011-04-14,,0.0
ONB00322,10294,First Week Check-in,Manager,Enablement,Complete,2011-04-14,2011-04-09,100.0
ONB00323,10294,30-Day Onboarding Review,Manager,Productive,Complete,2011-05-04,2011-05-05,100.0
ONB00324,10267,Complete HR Documentation,HR,Preboarding,In Progress,2011-01-13,,36.0
ONB00325,10267,Submit Required Identification,HR,Preboarding,In Progress,2011-01-12,,89.0
ONB00326,10267,Complete New Hire Orientation,HR,Orientation,Complete,2011-01-17,2011-01-11,100.0
ONB00327,10267,Manager Introduction,Manager,Orientation,Complete,2011-01-15,2011-01-13,100.0
ONB00328,10267,Laptop Provisioning,IT,Setup,Complete,2011-01-17,2011-01-20,100.0
ONB00329,10267,Network Account Setup,IT,Setup,Complete,2011-01-15,2011-01-16,100.0
ONB00330,10267,Email and Collaboration Access,IT,Setup,In Progress,2011-01-15,,15.0
ONB00331,10267,Security Awareness Training,Compliance,Enablement,In Progress,2011-01-22,,85.0
ONB00332,10267,Company Policy Training,Compliance,Enablement,In Progress,2011-01-20,,45.0
ONB00333,10267,Role-Specific Training,Role-specific,Enablement,Complete,2011-01-30,2011-01-15,100.0
ONB00334,10267,Department Process Training,Role-specific,Enablement,Complete,2011-01-25,2011-01-18,100.0
ONB00335,10267,Tool Access Verification,IT,Enablement,Complete,2011-01-20,2011-01-22,100.0
ONB00336,10267,First Week Check-in,Manager,Enablement,Complete,2011-01-20,2011-01-17,100.0
ONB00337,10267,30-Day Onboarding Review,Manager,Productive,Complete,2011-02-09,2011-02-08,100.0
ONB00338,10199,Complete HR Documentation,HR,Preboarding,Blocked,2014-02-20,,46.0
ONB00339,10199,Submit Required Identification,HR,Preboarding,Complete,2014-02-19,2014-02-21,100.0
ONB00340,10199,Complete New Hire Orientation,HR,Orientation,Blocked,2014-02-24,,39.0
ONB00341,10199,Manager Introduction,Manager,Orientation,Blocked,2014-02-22,,26.0
ONB00342,10199,Laptop Provisioning,IT,Setup,Complete,2014-02-24,2014-02-25,100.0
ONB00343,10199,Network Account Setup,IT,Setup,Complete,2014-02-22,2014-02-22,100.0
ONB00344,10199,Email and Collaboration Access,IT,Setup,Complete,2014-02-22,2014-02-22,100.0
ONB00345,10199,Security Awareness Training,Compliance,Enablement,Complete,2014-03-01,2014-03-03,100.0
ONB00346,10199,Company Policy Training,Compliance,Enablement,Complete,2014-02-27,2014-02-27,100.0
ONB00347,10199,Role-Specific Training,Role-specific,Enablement,Complete,2014-03-09,2014-02-28,100.0
ONB00348,10199,Department Process Training,Role-specific,Enablement,In Progress,2014-03-04,,58.0
ONB00349,10199,Tool Access Verification,IT,Enablement,Complete,2014-02-27,2014-03-02,100.0
ONB00350,10199,First Week Check-in,Manager,Enablement,Complete,2014-02-27,2014-02-26,100.0
ONB00351,10199,30-Day Onboarding Review,Manager,Productive,Complete,2014-03-19,2014-03-10,100.0
ONB00352,10081,Complete HR Documentation,HR,Preboarding,Complete,2015-02-19,2015-02-21,100.0
ONB00353,10081,Submit Required Identification,HR,Preboarding,Complete,2015-02-18,2015-02-19,100.0
ONB00354,10081,Complete New Hire Orientation,HR,Orientation,Overdue,2015-02-23,,19.0
ONB00355,10081,Manager Introduction,Manager,Orientation,Complete,2015-02-21,2015-02-20,100.0
ONB00356,10081,Laptop Provisioning,IT,Setup,Complete,2015-02-23,2015-02-17,100.0
ONB00357,10081,Network Account Setup,IT,Setup,Complete,2015-02-21,2015-02-17,100.0
ONB00358,10081,Email and Collaboration Access,IT,Setup,Complete,2015-02-21,2015-02-19,100.0
ONB00359,10081,Security Awareness Training,Compliance,Enablement,Complete,2015-02-28,2015-02-24,100.0
ONB00360,10081,Company Policy Training,Compliance,Enablement,Complete,2015-02-26,2015-02-23,100.0
ONB00361,10081,Role-Specific Training,Role-specific,Enablement,Overdue,2015-03-08,,38.0
ONB00362,10081,Department Process Training,Role-specific,Enablement,In Progress,2015-03-03,,55.0
ONB00363,10081,Tool Access Verification,IT,Enablement,Complete,2015-02-26,2015-02-24,100.0
ONB00364,10081,First Week Check-in,Manager,Enablement,Blocked,2015-02-26,,29.0
ONB00365,10081,30-Day Onboarding Review,Manager,Productive,Complete,2015-03-18,2015-03-11,100.0
ONB00366,10175,Complete HR Documentation,HR,Preboarding,Complete,2013-10-03,2013-10-06,100.0
ONB00367,10175,Submit Required Identification,HR,Preboarding,Complete,2013-10-02,2013-10-04,100.0
ONB00368,10175,Complete New Hire Orientation,HR,Orientation,Complete,2013-10-07,2013-10-01,100.0
ONB00369,10175,Manager Introduction,Manager,Orientation,Complete,2013-10-05,2013-10-03,100.0
ONB00370,10175,Laptop Provisioning,IT,Setup,Complete,2013-10-07,2013-10-02,100.0
ONB00371,10175,Network Account Setup,IT,Setup,Blocked,2013-10-05,,11.0
ONB00372,10175,Email and Collaboration Access,IT,Setup,Complete,2013-10-05,2013-10-01,100.0
ONB00373,10175,Security Awareness Training,Compliance,Enablement,In Progress,2013-10-12,,60.0
ONB00374,10175,Company Policy Training,Compliance,Enablement,In Progress,2013-10-10,,66.0
ONB00375,10175,Role-Specific Training,Role-specific,Enablement,Complete,2013-10-20,2013-10-13,100.0
ONB00376,10175,Department Process Training,Role-specific,Enablement,Not Started,2013-10-15,,0.0
ONB00377,10175,Tool Access Verification,IT,Enablement,Complete,2013-10-10,2013-10-05,100.0
ONB00378,10175,First Week Check-in,Manager,Enablement,Blocked,2013-10-10,,61.0
ONB00379,10175,30-Day Onboarding Review,Manager,Productive,In Progress,2013-10-30,,53.0
ONB00380,10177,Complete HR Documentation,HR,Preboarding,Complete,2012-04-05,2012-04-03,100.0
ONB00381,10177,Submit Required Identification,HR,Preboarding,Complete,2012-04-04,2012-04-03,100.0
ONB00382,10177,Complete New Hire Orientation,HR,Orientation,Complete,2012-04-09,2012-04-12,100.0
ONB00383,10177,Manager Introduction,Manager,Orientation,Complete,2012-04-07,2012-04-04,100.0
ONB00384,10177,Laptop Provisioning,IT,Setup,Overdue,2012-04-09,,3.0
ONB00385,10177,Network Account Setup,IT,Setup,Complete,2012-04-07,2012-04-05,100.0
ONB00386,10177,Email and Collaboration Access,IT,Setup,Complete,2012-04-07,2012-04-03,100.0
ONB00387,10177,Security Awareness Training,Compliance,Enablement,Complete,2012-04-14,2012-04-17,100.0
ONB00388,10177,Company Policy Training,Compliance,Enablement,Complete,2012-04-12,2012-04-09,100.0
ONB00389,10177,Role-Specific Training,Role-specific,Enablement,Complete,2012-04-22,2012-04-07,100.0
ONB00390,10177,Department Process Training,Role-specific,Enablement,Complete,2012-04-17,2012-04-07,100.0
ONB00391,10177,Tool Access Verification,IT,Enablement,Complete,2012-04-12,2012-04-13,100.0
ONB00392,10177,First Week Check-in,Manager,Enablement,Complete,2012-04-12,2012-04-07,100.0
ONB00393,10177,30-Day Onboarding Review,Manager,Productive,Complete,2012-05-02,2012-05-05,100.0
ONB00394,10238,Complete HR Documentation,HR,Preboarding,Complete,2008-10-30,2008-10-29,100.0
ONB00395,10238,Submit Required Identification,HR,Preboarding,Complete,2008-10-29,2008-10-28,100.0
ONB00396,10238,Complete New Hire Orientation,HR,Orientation,Blocked,2008-11-03,,8.0
ONB00397,10238,Manager Introduction,Manager,Orientation,Complete,2008-11-01,2008-10-28,100.0
ONB00398,10238,Laptop Provisioning,IT,Setup,Complete,2008-11-03,2008-11-02,100.0
ONB00399,10238,Network Account Setup,IT,Setup,Complete,2008-11-01,2008-10-31,100.0
ONB00400,10238,Email and Collaboration Access,IT,Setup,In Progress,2008-11-01,,49.0
ONB00401,10238,Security Awareness Training,Compliance,Enablement,Blocked,2008-11-08,,40.0
ONB00402,10238,Company Policy Training,Compliance,Enablement,Complete,2008-11-06,2008-11-01,100.0
ONB00403,10238,Role-Specific Training,Role-specific,Enablement,Complete,2008-11-16,2008-11-18,100.0
ONB00404,10238,Department Process Training,Role-specific,Enablement,Complete,2008-11-11,2008-11-07,100.0
ONB00405,10238,Tool Access Verification,IT,Enablement,Complete,2008-11-06,2008-11-07,100.0
ONB00406,10238,First Week Check-in,Manager,Enablement,Overdue,2008-11-06,,30.0
ONB00407,10238,30-Day Onboarding Review,Manager,Productive,Complete,2008-11-26,2008-11-22,100.0
ONB00408,10184,Complete HR Documentation,HR,Preboarding,Complete,2014-10-02,2014-10-02,100.0
ONB00409,10184,Submit Required Identification,HR,Preboarding,Complete,2014-10-01,2014-09-30,100.0
ONB00410,10184,Complete New Hire Orientation,HR,Orientation,Overdue,2014-10-06,,12.0
ONB00411,10184,Manager Introduction,Manager,Orientation,Complete,2014-10-04,2014-10-07,100.0
ONB00412,10184,Laptop Provisioning,IT,Setup,Complete,2014-10-06,2014-10-01,100.0
ONB00413,10184,Network Account Setup,IT,Setup,Complete,2014-10-04,2014-10-05,100.0
ONB00414,10184,Email and Collaboration Access,IT,Setup,Complete,2014-10-04,2014-10-04,100.0
ONB00415,10184,Security Awareness Training,Compliance,Enablement,Complete,2014-10-11,2014-10-04,100.0
ONB00416,10184,Company Policy Training,Compliance,Enablement,Blocked,2014-10-09,,44.0
ONB00417,10184,Role-Specific Training,Role-specific,Enablement,Complete,2014-10-19,2014-10-09,100.0
ONB00418,10184,Department Process Training,Role-specific,Enablement,Complete,2014-10-14,2014-10-15,100.0
ONB00419,10184,Tool Access Verification,IT,Enablement,Complete,2014-10-09,2014-10-11,100.0
ONB00420,10184,First Week Check-in,Manager,Enablement,Blocked,2014-10-09,,58.0
ONB00421,10184,30-Day Onboarding Review,Manager,Productive,Complete,2014-10-29,2014-10-22,100.0
ONB00422,10203,Complete HR Documentation,HR,Preboarding,Complete,2013-11-14,2013-11-17,100.0
ONB00423,10203,Submit Required Identification,HR,Preboarding,Not Started,2013-11-13,,0.0
ONB00424,10203,Complete New Hire Orientation,HR,Orientation,Complete,2013-11-18,2013-11-19,100.0
ONB00425,10203,Manager Introduction,Manager,Orientation,Complete,2013-11-16,2013-11-18,100.0
ONB00426,10203,Laptop Provisioning,IT,Setup,In Progress,2013-11-18,,24.0
ONB00427,10203,Network Account Setup,IT,Setup,Complete,2013-11-16,2013-11-16,100.0
ONB00428,10203,Email and Collaboration Access,IT,Setup,Complete,2013-11-16,2013-11-17,100.0
ONB00429,10203,Security Awareness Training,Compliance,Enablement,Complete,2013-11-23,2013-11-18,100.0
ONB00430,10203,Company Policy Training,Compliance,Enablement,Complete,2013-11-21,2013-11-21,100.0
ONB00431,10203,Role-Specific Training,Role-specific,Enablement,Complete,2013-12-01,2013-11-22,100.0
ONB00432,10203,Department Process Training,Role-specific,Enablement,Complete,2013-11-26,2013-11-25,100.0
ONB00433,10203,Tool Access Verification,IT,Enablement,Complete,2013-11-21,2013-11-21,100.0
ONB00434,10203,First Week Check-in,Manager,Enablement,In Progress,2013-11-21,,81.0
ONB00435,10203,30-Day Onboarding Review,Manager,Productive,Blocked,2013-12-11,,24.0
ONB00436,10188,Complete HR Documentation,HR,Preboarding,Complete,2011-08-18,2011-08-20,100.0
ONB00437,10188,Submit Required Identification,HR,Preboarding,Complete,2011-08-17,2011-08-15,100.0
ONB00438,10188,Complete New Hire Orientation,HR,Orientation,Complete,2011-08-22,2011-08-23,100.0
ONB00439,10188,Manager Introduction,Manager,Orientation,Not Started,2011-08-20,,0.0
ONB00440,10188,Laptop Provisioning,IT,Setup,Complete,2011-08-22,2011-08-21,100.0
ONB00441,10188,Network Account Setup,IT,Setup,Complete,2011-08-20,2011-08-20,100.0
ONB00442,10188,Email and Collaboration Access,IT,Setup,Complete,2011-08-20,2011-08-23,100.0
ONB00443,10188,Security Awareness Training,Compliance,Enablement,Complete,2011-08-27,2011-08-25,100.0
ONB00444,10188,Company Policy Training,Compliance,Enablement,Blocked,2011-08-25,,68.0
ONB00445,10188,Role-Specific Training,Role-specific,Enablement,Complete,2011-09-04,2011-08-23,100.0
ONB00446,10188,Department Process Training,Role-specific,Enablement,Complete,2011-08-30,2011-08-28,100.0
ONB00447,10188,Tool Access Verification,IT,Enablement,Complete,2011-08-25,2011-08-22,100.0
ONB00448,10188,First Week Check-in,Manager,Enablement,Complete,2011-08-25,2011-08-25,100.0
ONB00449,10188,30-Day Onboarding Review,Manager,Productive,Complete,2011-09-14,2011-09-17,100.0
ONB00450,10107,Submit Required Identification,HR,Preboarding,Complete,2012-03-07,2012-03-07,100.0
ONB00451,10107,Complete New Hire Orientation,HR,Orientation,Complete,2012-03-12,2012-03-09,100.0
ONB00452,10107,Manager Introduction,Manager,Orientation,Complete,2012-03-10,2012-03-13,100.0
ONB00453,10107,Laptop Provisioning,IT,Setup,Complete,2012-03-12,2012-03-15,100.0
ONB00454,10107,Network Account Setup,IT,Setup,Overdue,2012-03-10,,78.0
ONB00455,10107,Email and Collaboration Access,IT,Setup,Complete,2012-03-10,2012-03-08,100.0
ONB00456,10107,Security Awareness Training,Compliance,Enablement,In Progress,2012-03-17,,53.0
ONB00457,10107,Company Policy Training,Compliance,Enablement,Blocked,2012-03-15,,49.0
ONB00458,10107,Role-Specific Training,Role-specific,Enablement,Complete,2012-03-25,2012-03-17,100.0
ONB00459,10107,Department Process Training,Role-specific,Enablement,In Progress,2012-03-20,,67.0
ONB00460,10107,Tool Access Verification,IT,Enablement,In Progress,2012-03-15,,74.0
ONB00461,10107,First Week Check-in,Manager,Enablement,Complete,2012-03-15,2012-03-13,100.0
ONB00462,10107,30-Day Onboarding Review,Manager,Productive,Blocked,2012-04-04,,7.0
ONB00463,10181,Complete HR Documentation,HR,Preboarding,In Progress,2011-04-07,,55.0
ONB00464,10181,Submit Required Identification,HR,Preboarding,Complete,2011-04-06,2011-04-04,100.0
ONB00465,10181,Complete New Hire Orientation,HR,Orientation,In Progress,2011-04-11,,51.0
ONB00466,10181,Manager Introduction,Manager,Orientation,Not Started,2011-04-09,,0.0
ONB00467,10181,Laptop Provisioning,IT,Setup,Complete,2011-04-11,2011-04-05,100.0
ONB00468,10181,Network Account Setup,IT,Setup,Complete,2011-04-09,2011-04-12,100.0
ONB00469,10181,Email and Collaboration Access,IT,Setup,Complete,2011-04-09,2011-04-12,100.0
ONB00470,10181,Security Awareness Training,Compliance,Enablement,Complete,2011-04-16,2011-04-11,100.0
ONB00471,10181,Company Policy Training,Compliance,Enablement,Complete,2011-04-14,2011-04-13,100.0
ONB00472,10181,Role-Specific Training,Role-specific,Enablement,Complete,2011-04-24,2011-04-09,100.0
ONB00473,10181,Department Process Training,Role-specific,Enablement,Overdue,2011-04-19,,54.0
ONB00474,10181,Tool Access Verification,IT,Enablement,Complete,2011-04-14,2011-04-07,100.0
ONB00475,10181,First Week Check-in,Manager,Enablement,Complete,2011-04-14,2011-04-10,100.0
ONB00476,10181,30-Day Onboarding Review,Manager,Productive,Complete,2011-05-04,2011-05-04,100.0
ONB00477,10150,Complete HR Documentation,HR,Preboarding,In Progress,2011-08-18,,38.0
ONB00478,10150,Submit Required Identification,HR,Preboarding,Blocked,2011-08-17,,58.0
ONB00479,10150,Complete New Hire Orientation,HR,Orientation,Not Started,2011-08-22,,0.0
ONB00480,10150,Manager Introduction,Manager,Orientation,Not Started,2011-08-20,,0.0
ONB00481,10150,Laptop Provisioning,IT,Setup,Overdue,2011-08-22,,82.0
ONB00482,10150,Network Account Setup,IT,Setup,Complete,2011-08-20,2011-08-19,100.0
ONB00483,10150,Email and Collaboration Access,IT,Setup,Complete,2011-08-20,2011-08-17,100.0
ONB00484,10150,Company Policy Training,Compliance,Enablement,Complete,2011-08-25,2011-08-22,100.0
ONB00485,10150,Role-Specific Training,Role-specific,Enablement,Blocked,2011-09-04,,7.0
ONB00486,10150,Department Process Training,Role-specific,Enablement,Complete,2011-08-30,2011-08-25,100.0
ONB00487,10150,Tool Access Verification,IT,Enablement,Complete,2011-08-25,2011-08-23,100.0
ONB00488,10001,Complete HR Documentation,HR,Preboarding,Complete,2016-01-31,2016-01-28,100.0
ONB00489,10001,Submit Required Identification,HR,Preboarding,Complete,2016-01-30,2016-02-02,100.0
ONB00490,10001,Complete New Hire Orientation,HR,Orientation,In Progress,2016-02-04,,74.0
ONB00491,10001,Manager Introduction,Manager,Orientation,Complete,2016-02-02,2016-01-31,100.0
