learning_record_id,employee_id,course_name,course_type,assigned_date,completed_date,assessment_score,completion_time_hours,course_status
LRN00302,10177,Role Tools and Systems,Role-specific,2012-04-10,2012-04-13,99.18,4.78,Completed
LRN00303,10177,Professional Development,Optional,2012-04-17,,67.12,,In Progress
LRN00304,10238,Data Privacy and Protection,Compliance,2008-10-29,2008-11-06,62.56,2.15,Completed
LRN00305,10238,Code of Conduct,Compliance,2008-10-27,,,,In Progress
LRN00306,10238,Workplace Safety,Compliance,2008-10-28,2008-11-09,76.7,1.72,Completed
LRN00307,10238,Company Orientation,Orientation,2008-10-27,2008-11-06,82.13,3.62,Completed
LRN00308,10238,HR Policies and Benefits,Orientation,2008-10-28,,,,In Progress
LRN00309,10238,Communication and Collaboration Tools,Orientation,2008-10-29,2008-11-02,77.98,2.45,Completed
LRN00310,10238,Department Process Training,Role-specific,2008-11-01,2008-11-18,75.08,3.8,Completed
LRN00311,10238,Role Fundamentals,Role-specific,2008-11-03,2008-11-12,86.28,5.66,Completed
LRN00312,10238,Role Tools and Systems,Role-specific,2008-11-04,2008-11-14,87.78,5.06,Completed
LRN00313,10238,Professional Development,Optional,2008-11-11,2008-11-21,94.84,4.59,Completed
LRN00314,10184,Information Security Awareness,Compliance,2014-09-30,,,,Overdue
LRN00315,10184,Data Privacy and Protection,Compliance,2014-10-01,2014-10-12,87.84,2.29,Completed
LRN00316,10184,Code of Conduct,Compliance,2014-09-29,,,,Assigned
LRN00317,10184,Workplace Safety,Compliance,2014-09-30,2014-10-14,88.65,1.88,Completed
LRN00318,10184,Company Orientation,Orientation,2014-09-29,2014-10-04,92.96,3.24,Completed
LRN00319,10184,HR Policies and Benefits,Orientation,2014-09-30,2014-10-09,85.12,2.14,Completed
LRN00320,10184,Communication and Collaboration Tools,Orientation,2014-10-01,,,,In Progress
LRN00321,10184,Department Process Training,Role-specific,2014-10-04,,,,Assigned
LRN00322,10184,Role Fundamentals,Role-specific,2014-10-06,2014-10-22,85.53,5.12,Completed
LRN00323,10184,Role Tools and Systems,Role-specific,2014-10-07,2014-10-17,86.02,4.81,Completed
LRN00324,10203,Information Security Awareness,Compliance,2013-11-12,2013-11-18,89.03,1.88,Completed
LRN00325,10203,Data Privacy and Protection,Compliance,2013-11-13,2013-11-16,72.76,1.58,Completed
LRN00326,10203,Code of Conduct,Compliance,2013-11-11,2013-11-19,86.42,1.42,Completed
LRN00327,10203,Workplace Safety,Compliance,2013-11-12,2013-11-16,88.72,2.13,Completed
LRN00328,10203,Company Orientation,Orientation,2013-11-11,2013-11-14,90.93,1.45,Completed
LRN00329,10203,HR Policies and Benefits,Orientation,2013-11-12,,,,Overdue
LRN00330,10203,Communication and Collaboration Tools,Orientation,2013-11-13,2013-11-25,85.96,3.02,Completed
LRN00331,10203,Department Process Training,Role-specific,2013-11-16,,,,Overdue
LRN00332,10203,Role Fundamentals,Role-specific,2013-11-18,2013-11-24,82.0,6.58,Completed
LRN00333,10203,Role Tools and Systems,Role-specific,2013-11-19,2013-12-04,93.89,4.0,Completed
LRN00334,10188,Information Security Awareness,Compliance,2011-08-16,2011-08-27,93.79,2.85,Completed
LRN00335,10188,Data Privacy and Protection,Compliance,2011-08-17,2011-08-30,79.13,1.78,Completed
LRN00336,10188,Code of Conduct,Compliance,2011-08-15,,,,Overdue
LRN00337,10188,Workplace Safety,Compliance,2011-08-16,,,,Assigned
LRN00338,10188,Company Orientation,Orientation,2011-08-15,,,,Overdue
LRN00339,10188,HR Policies and Benefits,Orientation,2011-08-16,,,,In Progress
LRN00340,10188,Communication and Collaboration Tools,Orientation,2011-08-17,,,,In Progress
LRN00341,10188,Department Process Training,Role-specific,2011-08-20,2011-08-27,97.78,4.12,Completed
LRN00342,10188,Role Fundamentals,Role-specific,2011-08-22,2011-08-29,89.56,5.82,Completed
LRN00343,10188,Role Tools and Systems,Role-specific,2011-08-23,2011-08-29,82.35,5.52,Completed
LRN00344,10107,Code of Conduct,Compliance,2012-03-05,2012-03-07,73.26,1.23,Completed
LRN00345,10107,Company Orientation,Orientation,2012-03-05,2012-03-06,100.0,2.21,Completed
LRN00346,10107,HR Policies and Benefits,Orientation,2012-03-06,,,,Overdue
LRN00347,10107,Communication and Collaboration Tools,Orientation,2012-03-07,2012-03-14,84.79,2.72,Completed
LRN00348,10107,Department Process Training,Role-specific,2012-03-10,2012-03-19,82.73,2.88,Completed
LRN00349,10107,Role Fundamentals,Role-specific,2012-03-12,,,,Assigned
LRN00350,10107,Role Tools and Systems,Role-specific,2012-03-13,2012-03-31,83.79,3.96,Completed
LRN00351,10107,Professional Development,Optional,2012-03-20,,,,In Progress
LRN00352,10181,Information Security Awareness,Compliance,2011-04-05,,,,Overdue
LRN00353,10181,Data Privacy and Protection,Compliance,2011-04-06,2011-04-08,89.96,2.39,Completed
LRN00354,10181,Code of Conduct,Compliance,2011-04-04,2011-04-05,95.04,1.68,Completed
LRN00355,10181,Workplace Safety,Compliance,2011-04-05,2011-04-11,77.22,2.28,Completed
LRN00356,10181,Company Orientation,Orientation,2011-04-04,,,,Assigned
LRN00357,10181,HR Policies and Benefits,Orientation,2011-04-05,,,,In Progress
LRN00358,10181,Communication and Collaboration Tools,Orientation,2011-04-06,2011-04-17,97.9,2.36,Completed
LRN00359,10181,Department Process Training,Role-specific,2011-04-09,2011-04-13,86.82,4.06,Completed
LRN00360,10181,Role Fundamentals,Role-specific,2011-04-11,2011-04-30,83.11,6.42,Completed
LRN00361,10181,Role Tools and Systems,Role-specific,2011-04-12,2011-04-23,86.02,3.83,Completed
LRN00362,10150,Workplace Safety,Compliance,2011-08-16,,,,In Progress
LRN00363,10150,Company Orientation,Orientation,2011-08-15,,66.35,,In Progress
LRN00364,10150,HR Policies and Benefits,Orientation,2011-08-16,,,,In Progress
LRN00365,10150,Communication and Collaboration Tools,Orientation,2011-08-17,,,,In Progress
LRN00366,10150,Department Process Training,Role-specific,2011-08-20,,,,In Progress
LRN00367,10150,Role Fundamentals,Role-specific,2011-08-22,2011-09-10,69.99,5.35,Completed
LRN00368,10150,Role Tools and Systems,Role-specific,2011-08-23,,72.73,,In Progress
LRN00369,10001,Information Security Awareness,Compliance,2016-01-29,,,,In Progress
LRN00370,10001,Data Privacy and Protection,Compliance,2016-01-30,,,,Overdue
LRN00371,10001,Code of Conduct,Compliance,2016-01-28,2016-02-07,91.58,1.53,Completed
LRN00372,10001,Workplace Safety,Compliance,2016-01-29,,,,Assigned
LRN00373,10001,Company Orientation,Orientation,2016-01-28,,,,Overdue
LRN00374,10001,HR Policies and Benefits,Orientation,2016-01-29,,,,Assigned
LRN00375,10001,Communication and Collaboration Tools,Orientation,2016-01-30,2016-02-09,76.5,2.32,Completed
LRN00376,10001,Department Process Training,Role-specific,2016-02-02,2016-02-07,78.12,3.31,Completed
LRN00377,10001,Role Fundamentals,Role-specific,2016-02-04,,,,In Progress
LRN00378,10001,Role Tools and Systems,Role-specific,2016-02-05,2016-02-20,83.09,3.47,Completed
LRN00379,10001,Professional Development,Optional,2016-02-12,,,,In Progress
LRN00380,10085,Information Security Awareness,Compliance,2013-11-12,,,,In Progress
LRN00381,10085,Data Privacy and Protection,Compliance,2013-11-13,2013-11-25,89.34,1.47,Completed
LRN00382,10085,Code of Conduct,Compliance,2013-11-11,2013-11-14,79.6,1.69,Completed
LRN00383,10085,Workplace Safety,Compliance,2013-11-12,2013-11-13,83.47,2.15,Completed
LRN00384,10085,Company Orientation,Orientation,2013-11-11,2013-11-14,84.87,3.27,Completed
LRN00385,10085,HR Policies and Benefits,Orientation,2013-11-12,2013-11-23,92.0,2.77,Completed
LRN00386,10085,Communication and Collaboration Tools,Orientation,2013-11-13,2013-11-28,76.18,2.04,Completed
LRN00387,10085,Department Process Training,Role-specific,2013-11-16,2013-12-03,75.42,3.61,Completed
LRN00388,10085,Role Fundamentals,Role-specific,2013-11-18,2013-11-21,85.18,5.22,Completed
LRN00389,10085,Role Tools and Systems,Role-specific,2013-11-19,2013-11-26,78.96,6.55,Completed
LRN00390,10085,Professional Development,Optional,2013-11-26,2013-12-05,93.09,4.51,Completed
LRN00391,10115,Information Security Awareness,Compliance,2014-04-01,2014-04-11,71.52,1.38,Completed
LRN00392,10115,Data Privacy and Protection,Compliance,2014-04-02,2014-04-04,96.6,1.98,Completed
LRN00393,10115,Code of Conduct,Compliance,2014-03-31,,,,In Progress
LRN00394,10115,Workplace Safety,Compliance,2014-04-01,,,,Overdue
LRN00395,10115,Company Orientation,Orientation,2014-03-31,2014-04-03,91.83,2.21,Completed
LRN00396,10115,HR Policies and Benefits,Orientation,2014-04-01,2014-04-06,90.53,1.78,Completed
LRN00397,10115,Communication and Collaboration Tools,Orientation,2014-04-02,,,,Overdue
LRN00398,10115,Department Process Training,Role-specific,2014-04-05,2014-04-15,67.72,4.07,Completed
LRN00399,10115,Role Fundamentals,Role-specific,2014-04-07,2014-04-18,79.66,6.03,Completed
LRN00400,10115,Role Tools and Systems,Role-specific,2014-04-08,2014-04-13,98.42,5.65,Completed
LRN00401,10082,Information Security Awareness,Compliance,2016-07-01,2016-07-04,94.36,2.53,Completed
LRN00402,10082,Data Privacy and Protection,Compliance,2016-07-02,,,,Overdue
LRN00403,10082,Code of Conduct,Compliance,2016-06-30,,,,Overdue
LRN00404,10082,Workplace Safety,Compliance,2016-07-01,2016-07-12,93.74,2.61,Completed
LRN00405,10082,Company Orientation,Orientation,2016-06-30,2016-07-04,88.42,2.14,Completed
LRN00406,10082,HR Policies and Benefits,Orientation,2016-07-01,2016-07-13,85.69,2.7,Completed
LRN00407,10082,Communication and Collaboration Tools,Orientation,2016-07-02,2016-07-08,93.99,2.55,Completed
LRN00408,10082,Department Process Training,Role-specific,2016-07-05,2016-07-20,85.6,3.91,Completed
LRN00409,10082,Role Fundamentals,Role-specific,2016-07-07,,,,In Progress
LRN00410,10082,Role Tools and Systems,Role-specific,2016-07-08,2016-07-20,90.75,5.88,Completed
LRN00411,10040,Information Security Awareness,Compliance,2014-08-19,,,,Overdue
LRN00412,10040,Data Privacy and Protection,Compliance,2014-08-20,2014-09-04,81.2,2.65,Completed
LRN00413,10040,Code of Conduct,Compliance,2014-08-18,2014-08-19,84.26,1.86,Completed
LRN00414,10040,Workplace Safety,Compliance,2014-08-19,,,,Assigned
LRN00415,10040,Company Orientation,Orientation,2014-08-18,2014-08-21,86.48,2.63,Completed
LRN00416,10040,HR Policies and Benefits,Orientation,2014-08-19,2014-08-25,85.81,2.8,Completed
LRN00417,10040,Communication and Collaboration Tools,Orientation,2014-08-20,2014-08-21,82.49,2.3,Completed
LRN00418,10040,Department Process Training,Role-specific,2014-08-23,2014-08-28,88.06,4.68,Completed
LRN00419,10040,Role Fundamentals,Role-specific,2014-08-25,,,,Overdue
LRN00420,10040,Role Tools and Systems,Role-specific,2014-08-26,,,,Assigned
LRN00421,10067,Information Security Awareness,Compliance,2014-09-30,,,,Assigned
LRN00422,10067,Data Privacy and Protection,Compliance,2014-10-01,2014-10-03,90.91,2.3,Completed
LRN00423,10067,Code of Conduct,Compliance,2014-09-29,2014-10-01,66.15,1.2,Completed
LRN00424,10067,Workplace Safety,Compliance,2014-09-30,2014-10-14,83.22,1.53,Completed
LRN00425,10067,Company Orientation,Orientation,2014-09-29,,,,In Progress
LRN00426,10067,HR Policies and Benefits,Orientation,2014-09-30,2014-10-05,90.52,2.73,Completed
LRN00427,10067,Communication and Collaboration Tools,Orientation,2014-10-01,2014-10-16,74.12,3.1,Completed
LRN00428,10067,Department Process Training,Role-specific,2014-10-04,2014-10-14,81.51,3.98,Completed
LRN00429,10067,Role Fundamentals,Role-specific,2014-10-06,2014-10-09,93.74,6.35,Completed
LRN00430,10067,Role Tools and Systems,Role-specific,2014-10-07,2014-10-08,85.01,5.17,Completed
LRN00431,10067,Professional Development,Optional,2014-10-14,2014-10-19,93.01,5.27,Completed
LRN00432,10108,Information Security Awareness,Compliance,2016-09-07,2016-09-09,91.26,3.86,Completed
LRN00433,10108,Data Privacy and Protection,Compliance,2016-09-08,2016-09-14,89.42,2.18,Completed
LRN00434,10108,Code of Conduct,Compliance,2016-09-06,2016-09-11,77.74,2.19,Completed
LRN00435,10108,Workplace Safety,Compliance,2016-09-07,2016-09-10,93.33,1.96,Completed
LRN00436,10108,Company Orientation,Orientation,2016-09-06,2016-09-14,90.5,1.85,Completed
LRN00437,10108,HR Policies and Benefits,Orientation,2016-09-07,2016-09-11,100.0,2.19,Completed
LRN00438,10108,Communication and Collaboration Tools,Orientation,2016-09-08,2016-09-09,81.94,2.29,Completed
LRN00439,10108,Department Process Training,Role-specific,2016-09-11,2016-09-26,93.33,2.61,Completed
LRN00440,10108,Role Fundamentals,Role-specific,2016-09-13,2016-09-23,82.96,6.45,Completed
LRN00441,10108,Role Tools and Systems,Role-specific,2016-09-14,,,,Overdue
LRN00442,10210,Information Security Awareness,Compliance,2014-05-13,2014-05-20,92.63,2.7,Completed
LRN00443,10210,Data Privacy and Protection,Compliance,2014-05-14,,,,Overdue
LRN00444,10210,Code of Conduct,Compliance,2014-05-12,2014-05-21,88.92,1.67,Completed
LRN00445,10210,Workplace Safety,Compliance,2014-05-13,2014-05-27,97.79,2.49,Completed
LRN00446,10210,Company Orientation,Orientation,2014-05-12,2014-05-21,83.46,2.42,Completed
LRN00447,10210,HR Policies and Benefits,Orientation,2014-05-13,2014-05-16,95.99,1.57,Completed
LRN00448,10210,Communication and Collaboration Tools,Orientation,2014-05-14,,,,In Progress
LRN00449,10210,Department Process Training,Role-specific,2014-05-17,,,,Overdue
LRN00450,10210,Role Fundamentals,Role-specific,2014-05-19,2014-05-28,81.66,6.55,Completed
LRN00451,10210,Role Tools and Systems,Role-specific,2014-05-20,2014-05-26,90.82,4.34,Completed
LRN00452,10210,Professional Development,Optional,2014-05-27,,,,Overdue
LRN00453,10154,Information Security Awareness,Compliance,2013-07-09,2013-07-21,84.37,2.25,Completed
LRN00454,10154,Data Privacy and Protection,Compliance,2013-07-10,2013-07-13,88.05,2.26,Completed
LRN00455,10154,Code of Conduct,Compliance,2013-07-08,2013-07-14,90.11,1.37,Completed
LRN00456,10154,Workplace Safety,Compliance,2013-07-09,2013-07-19,96.09,2.55,Completed
LRN00457,10154,Company Orientation,Orientation,2013-07-08,2013-07-17,100.0,3.0,Completed
LRN00458,10154,HR Policies and Benefits,Orientation,2013-07-09,,,,Overdue
LRN00459,10154,Communication and Collaboration Tools,Orientation,2013-07-10,2013-07-15,84.32,2.7,Completed
LRN00460,10154,Department Process Training,Role-specific,2013-07-13,2013-07-27,87.45,3.27,Completed
LRN00461,10154,Role Fundamentals,Role-specific,2013-07-15,2013-08-01,91.24,6.89,Completed
LRN00462,10154,Role Tools and Systems,Role-specific,2013-07-16,,,,Overdue
LRN00463,10200,Data Privacy and Protection,Compliance,2012-05-16,2012-05-24,80.68,2.14,Completed
LRN00464,10200,Code of Conduct,Compliance,2012-05-14,2012-05-19,97.51,1.46,Completed
LRN00465,10200,Workplace Safety,Compliance,2012-05-15,2012-05-24,98.13,1.88,Completed
LRN00466,10200,Company Orientation,Orientation,2012-05-14,2012-05-24,83.4,2.75,Completed
LRN00467,10200,HR Policies and Benefits,Orientation,2012-05-15,2012-05-24,97.74,1.95,Completed
LRN00468,10200,Communication and Collaboration Tools,Orientation,2012-05-16,,,,Assigned
LRN00469,10200,Department Process Training,Role-specific,2012-05-19,2012-06-03,100.0,4.29,Completed
LRN00470,10200,Role Fundamentals,Role-specific,2012-05-21,2012-06-10,79.17,6.55,Completed
LRN00471,10200,Role Tools and Systems,Role-specific,2012-05-22,,,,In Progress
LRN00472,10200,Professional Development,Optional,2012-05-29,,,,Assigned
LRN00473,10240,Information Security Awareness,Compliance,2011-06-28,,79.25,,In Progress
LRN00474,10240,Data Privacy and Protection,Compliance,2011-06-29,2011-07-14,67.92,1.92,Completed
LRN00475,10240,Code of Conduct,Compliance,2011-06-27,2011-07-03,74.34,1.38,Completed
LRN00476,10240,Workplace Safety,Compliance,2011-06-28,2011-06-30,89.6,2.23,Completed
LRN00477,10240,Company Orientation,Orientation,2011-06-27,,,,Assigned
LRN00478,10240,HR Policies and Benefits,Orientation,2011-06-28,,,,In Progress
LRN00479,10240,Communication and Collaboration Tools,Orientation,2011-06-29,2011-07-11,75.02,2.66,Completed
LRN00480,10240,Department Process Training,Role-specific,2011-07-02,2011-07-09,81.07,3.98,Completed
LRN00481,10240,Role Fundamentals,Role-specific,2011-07-04,2011-07-22,83.17,4.68,Completed
LRN00482,10240,Role Tools and Systems,Role-specific,2011-07-05,,,,In Progress
LRN00483,10168,Information Security Awareness,Compliance,2011-10-04,,81.25,,In Progress
LRN00484,10168,Data Privacy and Protection,Compliance,2011-10-05,2011-10-16,84.31,2.2,Completed
LRN00485,10168,Code of Conduct,Compliance,2011-10-03,2011-10-13,100.0,1.54,Completed
LRN00486,10168,Workplace Safety,Compliance,2011-10-04,2011-10-15,90.39,2.36,Completed
LRN00487,10168,Company Orientation,Orientation,2011-10-03,2011-10-13,87.68,2.14,Completed
LRN00488,10168,HR Policies and Benefits,Orientation,2011-10-04,2011-10-07,83.48,1.23,Completed
LRN00489,10168,Communication and Collaboration Tools,Orientation,2011-10-05,,,,Overdue
LRN00490,10168,Department Process Training,Role-specific,2011-10-08,2011-10-16,84.49,3.66,Completed
LRN00491,10168,Role Fundamentals,Role-specific,2011-10-10,2011-10-29,95.59,5.8,Completed
LRN00492,10168,Role Tools and Systems,Role-specific,2011-10-11,2011-10-21,90.44,4.78,Completed
LRN00493,10220,Information Security Awareness,Compliance,2012-09-06,2012-09-12,78.32,2.87,Completed
LRN00494,10220,Data Privacy and Protection,Compliance,2012-09-07,,,,Assigned
LRN00495,10220,Code of Conduct,Compliance,2012-09-05,,,,Overdue
LRN00496,10220,Workplace Safety,Compliance,2012-09-06,,,,Assigned
LRN00497,10220,Company Orientation,Orientation,2012-09-05,,,,Assigned
LRN00498,10220,HR Policies and Benefits,Orientation,2012-09-06,2012-09-08,85.16,2.55,Completed
LRN00499,10220,Communication and Collaboration Tools,Orientation,2012-09-07,,,,Overdue
LRN00500,10220,Department Process Training,Role-specific,2012-09-10,2012-09-18,79.57,4.44,Completed
LRN00501,10220,Role Fundamentals,Role-specific,2012-09-12,2012-09-17,80.21,5.3,Completed
LRN00502,10220,Role Tools and Systems,Role-specific,2012-09-13,2012-09-17,74.99,3.93,Completed
LRN00503,10275,Information Security Awareness,Compliance,2011-05-17,,,,In Progress
LRN00504,10275,Data Privacy and Protection,Compliance,2011-05-18,,,,Assigned
LRN00505,10275,Code of Conduct,Compliance,2011-05-16,2011-05-19,76.83,1.22,Completed
LRN00506,10275,Workplace Safety,Compliance,2011-05-17,2011-05-27,76.69,2.06,Completed
LRN00507,10275,Company Orientation,Orientation,2011-05-16,2011-05-26,86.2,2.39,Completed
LRN00508,10275,HR Policies and Benefits,Orientation,2011-05-17,,,,In Progress
